2020/7/27,1873,11,1873 東ハウス,266,268,262,268,114000,東証１部
2020/7/27,1878,11,1878 大東建,10145,10160,10020,10135,349000,東証１部
2020/7/27,1879,11,1879 新日本建,827,878,827,877,74300,東証１部
2020/7/27,1881,11,1881 ＮＩＰＰＯ,2810,2869,2802,2867,158000,東証１部
2020/7/27,1882,11,1882 東亜道,3230,3230,3165,3210,18300,東証１部
2020/7/27,1883,11,1883 前田道,1970,2014,1968,2009,135900,東証１部
2020/7/27,1884,11,1884 日道路,7500,7540,7400,7540,4900,東証１部
2020/7/27,1885,11,1885 東亜建,1595,1595,1550,1585,56200,東証１部
2020/7/27,1887,11,1887 日本国土開発,559,562,551,560,160300,東証１部
2020/7/27,1888,11,1888 若築建,1220,1238,1189,1232,57700,東証１部
2020/7/27,1890,11,1890 東洋建,395,399,386,399,336000,東証１部
2020/7/27,1892,32,1892 徳倉建,3270,3305,3270,3305,1200,名証２部
2020/7/27,1893,11,1893 五洋建,576,576,564,574,1364300,東証１部
2020/7/27,1897,12,1897 金下建,0,0,0,0,0,東証２部
2020/7/27,1898,11,1898 世紀東急,750,750,738,748,110200,東証１部
2020/7/27,1899,11,1899 福田組,4930,4935,4825,4915,9300,東証１部
2020/7/27,1904,91,1904 大成温調,1940,1951,1929,1930,4600,ＪＡＱ
2020/7/27,1905,91,1905 テノックス,898,899,881,899,2100,ＪＡＱ
2020/7/27,1909,11,1909 日ドライケ,1652,1656,1626,1637,18800,東証１部
2020/7/27,1911,11,1911 住友林,1280,1321,1273,1317,726600,東証１部
2020/7/27,1914,11,1914 日基技,402,403,398,403,75300,東証１部
2020/7/27,1921,11,1921 巴,339,343,334,343,51300,東証１部
2020/7/27,1925,11,1925 大和ハウス,2567.5,2567.5,2507,2540,2631600,東証１部
2020/7/27,1926,11,1926 ライト,1511,1539,1496,1528,232900,東証１部
2020/7/27,1928,11,1928 積ハウス,2098,2110,2070,2103.5,2171800,東証１部
2020/7/27,1929,11,1929 日特建,778,788,768,788,109200,東証１部
2020/7/27,1930,11,1930 北陸電工,975,1002,970,1002,10400,東証１部
2020/7/27,1934,11,1934 ユアテック,655,658,640,658,65900,東証１部
2020/7/27,1938,11,1938 日リーテック,3235,3235,3055,3200,23300,東証１部
2020/7/27,1939,11,1939 四電工,2420,2420,2401,2414,2600,東証１部
2020/7/27,1941,11,1941 中電工,2250,2297,2237,2289,43000,東証１部
